STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,2/24/42,,,,,0,"T,,0,",-1.7,",,0",-4.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,2/25/42,,,,,0,"T,,0,",-0.6,",,0",-5,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,2/26/42,,,,,0,"T,,0,",-0.6,",,0",-3.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,2/27/42,,,,,0,"T,,0,",1.7,",,0",-1.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,2/28/42,,,,,0,",,0,",0,",,0",-1.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/1/42,,,,,0,",,0,",3.9,",,0",-2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/2/42,,,,,0,"T,,0,",2.8,",,0",-1.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/3/42,,,,,0,",,0,",4.4,",,0",-2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/4/42,,,,,1.3,",,0,",8.9,",,0",-2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/5/42,,,,,0,"T,,0,",8.9,",,0",-1.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/6/42,,,,,0,"T,,0,",7.2,",,0",-2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/7/42,,,,,0.3,",,0,",12.8,",,0",2.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/8/42,,,,,4.6,",,0,",3.3,",,0",-2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/9/42,,,,,0.5,",,0,",4.4,",,0",-3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/10/42,,,,,0,",,0,",7.8,",,0",-2.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/11/42,,,,,0.5,",,0,",6.7,",,0",0.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/12/42,,,,,0,",,0,",7.2,",,0",-2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/13/42,,,,,2.8,",,0,",5.6,",,0",1.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/14/42,,,,,0,"T,,0,",5.6,",,0",1.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/15/42,,,,,0,"T,,0,",6.7,",,0",2.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/16/42,,,,,28.4,",,0,",12.8,",,0",5,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/17/42,,,,,0,"T,,0,",7.2,",,0",1.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/18/42,,,,,0,"T,,0,",4.4,",,0",-0.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/19/42,,,,,0,",,0,",11.1,",,0",-2.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/20/42,,,,,1,",,0,",18.3,",,0",4.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/21/42,,,,,0,"T,,0,",7.2,",,0",1.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/22/42,,,,,0,",,0,",11.7,",,0",0.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/23/42,,,,,0,",,0,",14.4,",,0",-2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/24/42,,,,,0,",,0,",17.8,",,0",3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/25/42,,,,,0,"T,,0,",22.2,",,0",7.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/26/42,,,,,1.8,",,0,",11.7,",,0",7.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/27/42,,,,,15,",,0,",7.2,",,0",-2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/28/42,,,,,2.8,",,0,",2.2,",,0",-6.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/29/42,,,,,0.3,",,0,",0.6,",,0",-3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/30/42,,,,,1.5,",,0,",2.8,",,0",-3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,3/31/42,,,,,0,"T,,0,",9.4,",,0",-2.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/1/42,,,,,0,",,0,",15,",,0",-1.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/2/42,,,,,0,",,0,",20,",,0",5.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/3/42,,,,,0,",,0,",13.3,",,0",3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/4/42,,,,,0,",,0,",25,",,0",3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/5/42,,,,,0,",,0,",18.3,",,0",6.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/6/42,,,,,18.8,",,0,",20.6,",,0",3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/7/42,,,,,0,"T,,0,",5,",,0",2.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/8/42,,,,,0,",,0,",5.6,",,0",1.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/9/42,,,,,7.1,",,0,",5.6,",,0",2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/10/42,,,,,0,"T,,0,",13.9,",,0",1.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/11/42,,,,,0,"T,,0,",8.9,",,0",-2.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/12/42,,,,,0,",,0,",11.7,",,0",1.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/13/42,,,,,0,",,0,",15.6,",,0",0,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/14/42,,,,,0.3,",,0,",22.2,",,0",6.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/15/42,,,,,0,",,0,",26.7,",,0",12.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/16/42,,,,,9.1,",,0,",27.8,",,0",11.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/17/42,,,,,0,",,0,",15.6,",,0",4.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/18/42,,,,,0,",,0,",8.3,",,0",2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/19/42,,,,,0,",,0,",9.4,",,0",0.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/20/42,,,,,0,",,0,",14.4,",,0",-0.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/21/42,,,,,0,",,0,",16.7,",,0",3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/22/42,,,,,0,",,0,",22.8,",,0",2.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/23/42,,,,,0,",,0,",25.6,",,0",7.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/24/42,,,,,0,",,0,",28.3,",,0",9.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/25/42,,,,,0,",,0,",27.8,",,0",11.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/26/42,,,,,0.3,",,0,",22.2,",,0",13.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/27/42,,,,,0,",,0,",27.2,",,0",10,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/28/42,,,,,0,",,0,",23.9,",,0",10.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/29/42,,,,,0,",,0,",31.7,",,0",13.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,4/30/42,,,,,0,",,0,",33.3,",,0",18.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/1/42,,,,,4.6,",,0,",28.9,",,0",16.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/2/42,,,,,1,",,0,",27.2,",,0",12.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/3/42,,,,,1.5,",,0,",20,",,0",7.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/4/42,,,,,0,",,0,",12.2,",,0",4.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/5/42,,,,,4.1,",,0,",13.3,",,0",3.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/6/42,,,,,10.4,",,0,",17.8,",,0",6.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/7/42,,,,,0.5,",,0,",14.4,",,0",5.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/8/42,,,,,0,",,0,",21.1,",,0",4.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/9/42,,,,,10.7,",,0,",18.3,",,0",7.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/10/42,,,,,0,"T,,0,",15.6,",,0",6.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/11/42,,,,,6.1,",,0,",22.8,",,0",8.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/12/42,,,,,2.8,",,0,",23.9,",,0",11.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/13/42,,,,,0.3,",,0,",28.3,",,0",12.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/14/42,,,,,0,"T,,0,",20,",,0",9.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/15/42,,,,,17.8,",,0,",9.4,",,0",3.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/16/42,,,,,0.5,",,0,",18.3,",,0",3.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/17/42,,,,,2.8,",,0,",22.8,",,0",11.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/18/42,,,,,2.3,",,0,",22.8,",,0",12.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/19/42,,,,,0,",,0,",20.6,",,0",7.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/20/42,,,,,3.8,",,0,",18.9,",,0",8.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/21/42,,,,,0,",,0,",15,",,0",7.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/22/42,,,,,0,",,0,",18.3,",,0",5.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/23/42,,,,,0,"T,,0,",21.7,",,0",7.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/24/42,,,,,0,",,0,",22.8,",,0",8.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/26/42,,,,,0,"T,,0,",20.6,",,0",10,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/27/42,,,,,0,"T,,0,",21.1,",,0",10,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/28/42,,,,,0,"T,,0,",31.7,",,0",14.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/29/42,,,,,0,",,0,",35,",,0",17.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/30/42,,,,,0,",,0,",35,",,0",20.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,5/31/42,,,,,38.1,",,0,",31.1,",,0",15.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/1/42,,,,,0,"T,,0,",25,",,0",15,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/2/42,,,,,0.5,",,0,",30,",,0",15,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/3/42,,,,,0.3,",,0,",30,",,0",19.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/4/42,,,,,0,",,0,",31.1,",,0",17.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/5/42,,,,,0,"T,,0,",29.4,",,0",16.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/6/42,,,,,0,"T,,0,",31.7,",,0",21.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/7/42,,,,,9.9,",,0,",22.8,",,0",14.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/8/42,,,,,0,"T,,0,",22.2,",,0",15.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/9/42,,,,,0,",,0,",26.7,",,0",17.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/10/42,,,,,2.5,",,0,",31.1,",,0",18.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/11/42,,,,,22.1,",,0,",28.3,",,0",21.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/12/42,,,,,4.8,",,0,",30,",,0",18.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/13/42,,,,,1.8,",,0,",20,",,0",6.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/14/42,,,,,0,",,0,",18.3,",,0",5.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/15/42,,,,,0,"T,,0,",19.4,",,0",8.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/16/42,,,,,0,",,0,",21.1,",,0",13.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/17/42,,,,,0.3,",,0,",25,",,0",11.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/18/42,,,,,0,",,0,",26.7,",,0",16.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/19/42,,,,,0,"T,,0,",30,",,0",18.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/20/42,,,,,16.3,",,0,",26.7,",,0",17.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/21/42,,,,,0,",,0,",24.4,",,0",16.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/22/42,,,,,0,"T,,0,",25.6,",,0",15.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/23/42,,,,,0,",,0,",19.4,",,0",10,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/24/42,,,,,0,",,0,",24.4,",,0",11.1,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/25/42,,,,,0,"T,,0,",22.8,",,0",13.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/26/42,,,,,1.5,",,0,",22.8,",,0",16.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/27/42,,,,,0,",,0,",31.1,",,0",17.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/28/42,,,,,0,",,0,",33.3,",,0",21.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/29/42,,,,,0,",,0,",35,",,0",23.3,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,6/30/42,,,,,0,",,0,",30.6,",,0",20,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/1/42,,,,,0,",,0,",27.8,",,0",15.6,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/2/42,,,,,0,",,0,",26.1,",,0",12.2,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/3/42,,,,,35.1,",,0,",26.1,",,0",14.4,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/4/42,,,,,0.3,",,0,",26.1,",,0",12.8,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/5/42,,,,,0.3,",,X,",28.3,",,X",17.2,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/6/42,,,,,13.2,",,0,",22.2,",,0",13.9,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/7/42,,,,,0,",,0,",26.7,",,0",11.7,",,0",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/8/42,,,,,0,",,X,",25.6,",,X",16.7,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/9/42,,,,,0,",,X,",27.2,",,X",17.8,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/10/42,,,,,3.3,",,X,",30,",,X",21.1,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/11/42,,,,,0,",,X,",30,",,X",20.6,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/12/42,,,,,0,"T,,X,",33.3,",,X",20.6,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/13/42,,,,,3.3,",,X,",34.4,",,X",21.1,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/14/42,,,,,0,",,X,",25.6,",,X",19.4,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/15/42,,,,,5.1,",,X,",25,",,X",16.7,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/16/42,,,,,0,",,X,",35.6,",,X",21.1,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/17/42,,,,,0,",,X,",37.8,",,X",25,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/18/42,,,,,0,",,X,",35.6,",,X",25.6,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/19/42,,,,,0,",,X,",31.7,",,X",23.9,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/20/42,,,,,0,",,X,",32.8,",,X",20,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/21/42,,,,,0,",,X,",26.1,",,X",19.4,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/22/42,,,,,0,",,X,",26.1,",,X",15.6,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/23/42,,,,,0,",,X,",26.7,",,X",15.6,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/24/42,,,,,0,",,X,",29.4,",,X",17.2,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/25/42,,,,,0,",,X,",32.2,",,X",19.4,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/26/42,,,,,9.1,",,X,",33.9,",,X",20,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/27/42,,,,,13.5,",,X,",30.6,",,X",20.6,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/28/42,,,,,0,"T,,X,",31.7,",,X",18.3,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/29/42,,,,,0,"T,,X,",26.7,",,X",19.4,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/30/42,,,,,18.8,",,X,",29.4,",,X",17.2,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,7/31/42,,,,,0,",,X,",33.3,",,X",21.7,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,8/1/42,,,,,3.3,",,X,",28.9,",,X",21.1,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,8/2/42,,,,,26.7,",,X,",28.9,",,X",20,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,8/3/42,,,,,0,",,X,",26.1,",,X",17.8,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,8/4/42,,,,,0,",,X,",26.1,",,X",15.6,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,8/5/42,,,,,0,",,X,",26.7,",,X",15.6,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,8/6/42,,,,,0.8,",,X,",25.6,",,X",17.2,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,8/7/42,,,,,9.4,",,X,",25.6,",,X",17.8,",,X",,
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",41.7372,-87.7775,189,8/8/42,,,,,0,"T,,X,",26.1,",,X",17.8,",,X",,
